DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_PEDESTRIANS_KILLED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_CYCLIST_KILLED,NUMBER_OF_MOTORIST_INJURED,NUMBER_OF_MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,UNIQUE_KEY,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,VEHICLE_TYPE_CODE_3,VEHICLE_TYPE_CODE_4,VEHICLE_TYPE_CODE_5
04/10/2018,12:10,BROOKLYN,11209,40.6321,-74.03048,"(40.6321, -74.03048)",RIDGE BOULEVARD                 ,BAY RIDGE PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3878269,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/10/2018,12:10,BROOKLYN,11206,40.699455,-73.9397,"(40.699455, -73.9397)",BROADWAY                        ,ELLERY STREET,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,3878199,BICYCLE,PASSENGER VEHICLE,,,
04/10/2018,12:15,,,40.80398,-73.831085,"(40.80398, -73.831085)",BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878923,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,12:19,BROOKLYN,11219,40.644524,-73.99302,"(40.644524, -73.99302)",,,3904      10 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878438,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,12:20,BRONX,10458,40.85391,-73.88364,"(40.85391, -73.88364)",EAST 187 STREET                 ,CROTONA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878672,TR,TR,,,
04/10/2018,12:20,BROOKLYN,11204,40.805058,-73.93904,"(40.805058, -73.93904)",65 STREET                       ,BAY PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879075,SPORT UTILITY / STATION WAGON,TAXI,,,
04/10/2018,12:20,MANHATTAN,10024,40.785732,-73.97645,"(40.785732, -73.97645)",AMSTERDAM AVENUE                ,WEST 83 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,3878339,TK,TK,,,
04/10/2018,12:22,QUEENS,11415,40.7038,-73.82345,"(40.7038, -73.82345)",129 STREET                      ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878574,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/20/2018,23:20,,,40.670994,-73.95496,"(40.670994, -73.95496)",BEDFORD AVENUE                  ,,,0,0,0,0,0,0,0,0,,,,,,3866712,,,,,
04/10/2018,12:25,MANHATTAN,10022,40.757362,-73.96068,"(40.757362, -73.96068)",SUTTON PLACE SOUTH              ,EAST 57 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878676,TAXI,TAXI,,,
04/10/2018,12:30,QUEENS,11385,40.700474,-73.8897,"(40.700474, -73.8897)",CYPRESS HILLS STREET            ,74 AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3878070,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/10/2018,12:30,STATEN ISLAND,10306,40.577168,-74.11804,"(40.577168, -74.11804)",RICHMOND ROAD                   ,BURBANK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3878086,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,12:34,,,40.580772,-73.96556,"(40.580772, -73.96556)",NEPTUNE AVENUE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878965,SPORT UTILITY / STATION WAGON,TAXI,,,
04/10/2018,12:39,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3879135,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,12:40,QUEENS,11103,40.767963,-73.91169,"(40.767963, -73.91169)",STEINWAY STREET                 ,25 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879122,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,12:40,QUEENS,11413,40.67925,-73.75006,"(40.67925, -73.75006)",,,219-14    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878684,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/10/2018,12:43,BRONX,10453,40.853813,-73.90734,"(40.853813, -73.90734)",EAST BURNSIDE AVENUE            ,JEROME AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3879181,PASSENGER VEHICLE,,,,
04/10/2018,12:45,MANHATTAN,10011,40.7369,-73.9936,"(40.7369, -73.9936)",,,1         WEST 15 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878703,PICK-UP TRUCK,PICK-UP TRUCK,,,
04/10/2018,12:45,,,40.757805,-73.93623,"(40.757805, -73.93623)",37 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879131,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,12:45,,,40.69595,-73.86237,"(40.69595, -73.86237)",FOREST PARK DRIVE               ,,,0,0,0,0,0,0,0,0,Pavement Defective,Unspecified,,,,3878167,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,12:50,BRONX,10452,40.84196,-73.915306,"(40.84196, -73.915306)",TOWNSEND AVENUE                 ,EAST 172 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878685,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,12:50,BRONX,10459,40.823303,-73.88708,"(40.823303, -73.88708)",ALDUS STREET                    ,WHITLOCK AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3878265,DS,SPORT UTILITY / STATION WAGON,,,
04/10/2018,12:56,BROOKLYN,11234,40.617382,-73.943474,"(40.617382, -73.943474)",KINGS HIGHWAY                   ,AVENUE N,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878561,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,12:58,MANHATTAN,10065,40.761486,-73.96062,"(40.761486, -73.96062)",1 AVENUE                        ,EAST 62 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879332,VN,SPORT UTILITY / STATION WAGON,,,
04/10/2018,12:59,,,40.697853,-73.93325,"(40.697853, -73.93325)",TROUTMAN STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878196,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:00,MANHATTAN,10280,40.71008,-74.01639,"(40.71008, -74.01639)",SOUTH END AVENUE                ,ALBANY STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878984,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,13:00,STATEN ISLAND,10306,40.569893,-74.110344,"(40.569893, -74.110344)",CODDINGTON AVENUE               ,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878318,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:00,MANHATTAN,10025,40.799072,-73.97043,"(40.799072, -73.97043)",WEST END AVENUE                 ,WEST 102 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,3879570,PASSENGER VEHICLE,,,,
04/10/2018,13:00,QUEENS,11375,40.7079,-73.851105,"(40.7079, -73.851105)",UNION TURNPIKE                  ,71 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3878186,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,13:03,MANHATTAN,10027,40.81444,-73.9515,"(40.81444, -73.9515)",,,408       WEST 130 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879204,PASSENGER VEHICLE,TK,,,
04/10/2018,13:10,QUEENS,11373,40.74227,-73.869934,"(40.74227, -73.869934)",,,48-10     94 STREET                     ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3878453,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,13:12,BROOKLYN,11207,40.665993,-73.8858,"(40.665993, -73.8858)",BARBEY STREET                   ,LIVONIA AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878112,TR,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:13,BROOKLYN,11234,40.609047,-73.93432,"(40.609047, -73.93432)",,,1958      EAST 33 STREET                ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3879825,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,13:13,QUEENS,11433,40.702133,-73.795296,"(40.702133, -73.795296)",,,94-20     BREWER BOULEVARD              ,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3879779,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,13:15,BROOKLYN,11204,40.630745,-73.97717,"(40.630745, -73.97717)",18 AVENUE                       ,MC DONALD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3879185,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:15,BROOKLYN,11214,40.608593,-74.00486,"(40.608593, -74.00486)",86 STREET                       ,17 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3878289,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:15,BROOKLYN,11226,40.64696,-73.94725,"(40.64696, -73.94725)",EAST 32 STREET                  ,TILDEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878527,PASSENGER VEHICLE,,,,
04/10/2018,13:15,,,40.636818,-74.15883,"(40.636818, -74.15883)",,,2960      RICHMOND TERRACE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878618,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:15,,,40.594616,-73.99743,"(40.594616, -73.99743)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3878317,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,13:20,BROOKLYN,11226,40.63929,-73.95414,"(40.63929, -73.95414)",,,2619      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878532,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,13:25,MANHATTAN,10019,,,,CENTRAL PARK SOUTH              ,5 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3879138,SPORT UTILITY / STATION WAGON,BU,,,
04/10/2018,13:25,,,40.582687,-73.97671,"(40.582687, -73.97671)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3879548,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:26,BROOKLYN,11218,40.64317,-73.975266,"(40.64317, -73.975266)",,,506       BEVERLEY ROAD                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3878329,BICYCLE,PASSENGER VEHICLE,,,
04/10/2018,13:30,BRONX,10466,40.893665,-73.86063,"(40.893665, -73.86063)",CARPENTER AVENUE                ,EAST 232 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878307,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,13:30,,,40.765224,-73.9317,"(40.765224, -73.9317)",21 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879139,TAXI,TK,,,
04/10/2018,13:33,MANHATTAN,10018,40.75228,-73.9897,"(40.75228, -73.9897)",WEST 36 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879520,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,13:40,MANHATTAN,10019,,,,W 57TH ST                       ,6TH AVE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3878434,BU,DP,,,
04/10/2018,13:40,,,40.69864,-73.93819,"(40.69864, -73.93819)",BROADWAY                        ,LEWIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878691,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/10/2018,13:42,QUEENS,11422,40.636787,-73.74057,"(40.636787, -73.74057)",1 STREET                        ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3878681,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:45,MANHATTAN,10002,40.718792,-73.98902,"(40.718792, -73.98902)",DELANCEY STREET                 ,LUDLOW STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3879443,PASSENGER VEHICLE,DS,,,
04/10/2018,13:47,QUEENS,11355,40.756027,-73.82855,"(40.756027, -73.82855)",,,41-82     MAIN STREET                   ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878157,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:50,MANHATTAN,10019,40.764736,-73.98804,"(40.764736, -73.98804)",WEST 52 STREET                  ,9 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878727,TK,SPORT UTILITY / STATION WAGON,,,
04/10/2018,13:58,BROOKLYN,11215,40.674465,-73.97547,"(40.674465, -73.97547)",UNION STREET                    ,7 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3878539,PASSENGER VEHICLE,,,,
04/10/2018,14:00,BROOKLYN,11207,40.666294,-73.89445,"(40.666294, -73.89445)",PENNSYLVANIA AVENUE             ,DUMONT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878076,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,14:00,MANHATTAN,10011,40.74595,-73.99802,"(40.74595, -73.99802)",WEST 24 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878852,TK,TK,,,
04/10/2018,14:00,MANHATTAN,10027,40.81444,-73.9515,"(40.81444, -73.9515)",,,408       WEST 130 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878743,BU,PASSENGER VEHICLE,,,
04/10/2018,14:00,,,40.759575,-73.77703,"(40.759575, -73.77703)",43 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879117,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:00,,,40.84197,-73.90417,"(40.84197, -73.90417)",WEBSTER AVENUE                  ,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3878911,CONST,TK,,,
04/10/2018,14:05,BROOKLYN,11211,40.71472,-73.92961,"(40.71472, -73.92961)",GRAND STREET                    ,VARICK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3878547,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,14:08,BRONX,10463,40.876873,-73.912506,"(40.876873, -73.912506)",,,104       TERRACE VIEW AVENUE           ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878823,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,14:10,MANHATTAN,10001,40.748466,-73.99247,"(40.748466, -73.99247)",7 AVENUE                        ,WEST 30 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879521,TAXI,SPORT UTILITY / STATION WAGON,,,
04/10/2018,14:10,,,40.635803,-74.017624,"(40.635803, -74.017624)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878267,SPORT UTILITY / STATION WAGON,CONV,,,
04/10/2018,14:10,,,40.683342,-73.80433,"(40.683342, -73.80433)",LINDEN BOULEVARD                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,14:13,STATEN ISLAND,10306,40.575832,-74.12409,"(40.575832, -74.12409)",RICHMOND ROAD                   ,SUMMIT AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3878323,PASSENGER VEHICLE,,,,
04/10/2018,14:14,,,40.802757,-73.93026,"(40.802757, -73.93026)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878273,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,14:14,BROOKLYN,11235,40.587303,-73.96036,"(40.587303, -73.96036)",CONEY ISLAND AVENUE             ,AVENUE Z,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3878694,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,14:15,BRONX,10456,40.669094,-73.98789,"(40.669094, -73.98789)",,,371       EAST 165 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Passenger Distraction,,,,3878544,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/10/2018,14:15,,,40.87564,-73.90836,"(40.87564, -73.90836)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878821,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,14:20,,,40.74473,-73.93359,"(40.74473, -73.93359)",BEACH 17 STREET                 ,SEAGRIT BOULEVARD,,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,3878128,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,14:20,,,40.724552,-73.72452,"(40.724552, -73.72452)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3878355,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/10/2018,14:20,,,40.75855,-73.82964,"(40.75855, -73.82964)",MAIN STREET                     ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878161,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:22,QUEENS,11385,40.698677,-73.90954,"(40.698677, -73.90954)",MADISON STREET                  ,WYCKOFF AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878063,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:25,BROOKLYN,11220,40.643425,-74.01207,"(40.643425, -74.01207)",53 STREET                       ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878276,PASSENGER VEHICLE,DS,,,
04/10/2018,14:27,MANHATTAN,10019,40.76899,-73.98618,"(40.76899, -73.98618)",,,426       WEST 58 STREET                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878726,TK,TAXI,,,
04/10/2018,14:30,BROOKLYN,11229,40.610397,-73.943375,"(40.610397, -73.943375)",QUENTIN ROAD                    ,STUART STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878031,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,14:30,BRONX,10454,40.804905,-73.91883,"(40.804905, -73.91883)",EAST 135 STREET                 ,SAINT ANNS AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878706,VN,DS,,,
04/10/2018,14:31,,,40.616123,-73.979065,"(40.616123, -73.979065)",BAY PARKWAY                     ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878441,SPORT UTILITY / STATION WAGON,BU,,,
04/10/2018,14:35,BROOKLYN,11224,,,,WEST 6TH STREET                 ,neptune ave,,1,0,1,0,0,0,0,0,Unspecified,,,,,3878959,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:40,BROOKLYN,11212,40.675106,-73.90438,"(40.675106, -73.90438)",EAST NEW YORK AVENUE            ,JUNIUS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878299,PASSENGER VEHICLE,,,,
04/10/2018,14:40,BROOKLYN,11216,40.68012,-73.94438,"(40.68012, -73.94438)",,,1427      FULTON STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879116,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:40,BROOKLYN,11218,40.644516,-73.98217,"(40.644516, -73.98217)",,,40        TEHAMA STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878439,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,14:40,MANHATTAN,10035,40.80143,-73.93646,"(40.80143, -73.93646)",,,226       EAST 122 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878144,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:40,BROOKLYN,11208,40.669456,-73.86284,"(40.669456, -73.86284)",LINDEN BOULEVARD                ,ELDERTS LANE,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,3878077,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,14:43,QUEENS,11418,40.701073,-73.84148,"(40.701073, -73.84148)",,,108-24    MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878154,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,14:44,BRONX,10467,40.868233,-73.86345,"(40.868233, -73.86345)",,,2911      BARNES AVENUE                 ,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3878924,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:45,,,40.7528,-73.979294,"(40.7528, -73.979294)",VANWYCK EXPRESSWAY              ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3878072,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/10/2018,14:45,QUEENS,11420,40.677006,-73.81261,"(40.677006, -73.81261)",116 AVENUE                      ,126 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3878073,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/10/2018,14:49,QUEENS,11430,40.66468,-73.80913,"(40.66468, -73.80913)",131 STREET                      ,150 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878101,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,14:49,QUEENS,11413,40.671658,-73.75065,"(40.671658, -73.75065)",139 AVENUE                      ,223 STREET,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Unspecified,,,,3878139,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,14:50,BROOKLYN,11232,40.65433,-74.00742,"(40.65433, -74.00742)",38 STREET                       ,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878278,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,14:50,BROOKLYN,11235,40.58662,-73.96289,"(40.58662, -73.96289)",,,2605      HUBBARD STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878966,PASSENGER VEHICLE,,,,
04/10/2018,14:50,,,40.580223,-73.95753,"(40.580223, -73.95753)",BRIGHTON 11 STREET              ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878967,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,14:52,,,40.79465,-73.971794,"(40.79465, -73.971794)",WEST 96 STREET                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3878037,TAXI,PASSENGER VEHICLE,,,
04/10/2018,14:55,BRONX,10453,40.850132,-73.91162,"(40.850132, -73.91162)",DAVIDSON AVENUE                 ,WEST 177 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878448,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,14:55,QUEENS,11373,40.738556,-73.87498,"(40.738556, -73.87498)",,,87-49     52 AVENUE                     ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3879045,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,15:00,BRONX,10460,40.839226,-73.87709,"(40.839226, -73.87709)",,,1120      WYATT STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3878716,TK,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/10/2018,15:00,BROOKLYN,11201,40.68963,-73.98575,"(40.68963, -73.98575)",LIVINGSTON STREET               ,HOYT STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878117,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,15:00,BROOKLYN,11204,40.626556,-73.99018,"(40.626556, -73.99018)",16 AVENUE                       ,57 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878328,SPORT UTILITY / STATION WAGON,BU,,,
04/10/2018,15:00,BROOKLYN,11206,40.700813,-73.95447,"(40.700813, -73.95447)",MIDDLETON STREET                ,LEE AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879317,BU,BU,,,
04/10/2018,15:00,MANHATTAN,10002,40.72192,-73.99004,"(40.72192, -73.99004)",ELDRIDGE STREET                 ,STANTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878540,SPORT UTILITY / STATION WAGON,CONV,,,
04/10/2018,15:00,MANHATTAN,10017,,,,PARK AVE                        ,E 49TH ST,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3878443,TAXI,,,,
04/10/2018,15:00,STATEN ISLAND,10314,40.618526,-74.11819,"(40.618526, -74.11819)",SLOSSON AVENUE                  ,UTTER AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879055,PICK-UP TRUCK,PICK-UP TRUCK,,,
04/10/2018,15:00,,,40.74978,-73.89719,"(40.74978, -73.89719)",BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879046,VN,PASSENGER VEHICLE,,,
04/10/2018,15:00,STATEN ISLAND,10306,40.570923,-74.11064,"(40.570923, -74.11064)",,,354       NEW DORP LANE                 ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3878087,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
