DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_PEDESTRIANS_KILLED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_CYCLIST_KILLED,NUMBER_OF_MOTORIST_INJURED,NUMBER_OF_MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,UNIQUE_KEY,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,VEHICLE_TYPE_CODE_3,VEHICLE_TYPE_CODE_4,VEHICLE_TYPE_CODE_5
04/10/2018,17:44,BROOKLYN,11233,40.678276,-73.910805,"(40.678276, -73.910805)",FULTON STREET                   ,ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878300,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,17:45,,,40.6792,-73.9553,"(40.6792, -73.9553)",FRANKLIN AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3879202,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:45,,,40.846657,-73.89619,"(40.846657, -73.89619)",CYPRESS HILLS STREET            ,COOPER AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3878904,BICYCLE,PASSENGER VEHICLE,,,
04/10/2018,17:50,,,40.72545,-73.837776,"(40.72545, -73.837776)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3878271,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:52,BROOKLYN,11234,40.629368,-73.88477,"(40.629368, -73.88477)",,,2200      ROCKAWAY PARKWAY              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878133,elect,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:54,MANHATTAN,10036,40.76161,-73.99032,"(40.76161, -73.99032)",WEST 47 STREET                  ,9 AVENUE,,1,0,1,0,0,0,0,0,Following Too Closely,,,,,3878335,PASSENGER VEHICLE,,,,
04/10/2018,17:55,,,40.62707,-74.01865,"(40.62707, -74.01865)",7 AVENUE                        ,BAY RIDGE PARKWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878888,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:55,,,40.604004,-74.186844,"(40.604004, -74.186844)",WEST SHORE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3879197,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:56,QUEENS,11373,40.73675,-73.87767,"(40.73675, -73.87767)",QUEENS BOULEVARD                ,GRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878345,DS,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:57,BROOKLYN,11218,40.643887,-73.97967,"(40.643887, -73.97967)",,,424       MC DONALD AVENUE              ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878440,TK,PASSENGER VEHICLE,,,
04/10/2018,18:00,BRONX,10452,40.84518,-73.91417,"(40.84518, -73.91417)",CROSS BRONX EXPRESSWAY          ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3879182,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,18:00,BRONX,10472,40.829556,-73.86873,"(40.829556, -73.86873)",ROSEDALE AVENUE                 ,GLEASON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878130,PASSENGER VEHICLE,,,,
04/10/2018,18:00,BROOKLYN,11235,40.581345,-73.96283,"(40.581345, -73.96283)",NEPTUNE AVENUE                  ,BRIGHTON 6 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878961,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,18:00,MANHATTAN,10065,40.75991,-73.95882,"(40.75991, -73.95882)",YORK AVENUE                     ,EAST 61 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878545,PASSENGER VEHICLE,CONV,,,
04/10/2018,18:00,QUEENS,11417,40.685085,-73.83512,"(40.685085, -73.83512)",103 AVENUE                      ,107 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878174,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:00,,,40.666416,-73.80631,"(40.666416, -73.80631)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3878287,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:00,,,40.625378,-74.13532,"(40.625378, -74.13532)",,,1378      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878938,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:00,QUEENS,11355,40.75372,-73.83283,"(40.75372, -73.83283)",MAPLE AVENUE                    ,COLLEGE POINT BOULEVARD,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3878173,PASSENGER VEHICLE,MOTORCYCLE,,,
04/10/2018,18:09,MANHATTAN,10024,,,,,,250       WEST 89 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879569,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:10,MANHATTAN,10029,40.796803,-73.93729,"(40.796803, -73.93729)",,,309       EAST 116 STREET               ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3878282,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:10,,,40.67164,-73.95034,"(40.67164, -73.95034)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878303,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:15,BROOKLYN,11209,40.61834,-74.03018,"(40.61834, -74.03018)",92 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878893,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:19,BRONX,10470,40.90348,-73.85035,"(40.90348, -73.85035)",EAST 241 STREET                 ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878702,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,18:20,BROOKLYN,11201,40.69024,-73.99437,"(40.69024, -73.99437)",ATLANTIC AVENUE                 ,CLINTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878283,PASSENGER VEHICLE,TAXI,,,
04/10/2018,18:26,BRONX,10461,40.85543,-73.855354,"(40.85543, -73.855354)",WILLIAMSBRIDGE ROAD             ,LYDIG AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3879143,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:30,BROOKLYN,11206,40.709698,-73.93494,"(40.709698, -73.93494)",,,167       BOGART STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878552,PASSENGER VEHICLE,,,,
04/10/2018,18:30,BROOKLYN,11207,40.668957,-73.898026,"(40.668957, -73.898026)",ALABAMA AVENUE                  ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878120,PASSENGER VEHICLE,,,,
04/10/2018,18:30,BRONX,10455,40.816433,-73.919044,"(40.816433, -73.919044)",,,361       EAST 149 STREET               ,1,0,0,0,0,0,1,0,Driverless/Runaway Vehicle,Unspecified,,,,3878171,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:35,BROOKLYN,11204,40.620712,-73.98509,"(40.620712, -73.98509)",60 STREET                       ,19 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3878338,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/10/2018,18:39,,,,,,BAY PARKWAY                     ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3878296,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:40,,,40.634815,-73.88094,"(40.634815, -73.88094)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878122,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:41,,,40.834644,-73.865036,"(40.834644, -73.865036)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878277,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:42,BRONX,10460,40.85219,-73.88201,"(40.85219, -73.88201)",SOUTHERN BOULEVARD              ,EAST 185 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3878715,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,18:42,BROOKLYN,11236,40.634083,-73.915474,"(40.634083, -73.915474)",FLATLANDS AVENUE                ,EAST 77 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3878135,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,18:45,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD,,1,0,0,0,0,0,1,0,Other Vehicular,Failure to Yield Right-of-Way,,,,3878138,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,18:45,,,40.851616,-73.92165,"(40.851616, -73.92165)",MAJOR DEEGAN EXPRESSWAY         ,,,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,3878151,TAXI,VN,,,
04/10/2018,18:46,QUEENS,11103,40.758316,-73.91069,"(40.758316, -73.91069)",31 AVENUE                       ,48 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3879134,BICYCLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,18:50,,,40.840286,-73.92147,"(40.840286, -73.92147)",GRANT HIGHWAY                   ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Keep Right,,,,3878914,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,18:55,QUEENS,11379,40.727608,-73.87769,"(40.727608, -73.87769)",,,83-05     60 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878896,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,18:55,BROOKLYN,11211,40.71337,-73.934814,"(40.71337, -73.934814)",GRAND STREET                    ,MORGAN AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878301,BICYCLE,PASSENGER VEHICLE,,,
04/10/2018,19:00,BRONX,10463,40.872986,-73.90443,"(40.872986, -73.90443)",,,2807      HEATH AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878819,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,19:00,MANHATTAN,10028,40.778812,-73.95609,"(40.778812, -73.95609)",EAST 85 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878340,PASSENGER VEHICLE,TAXI,,,
04/10/2018,19:00,QUEENS,11692,40.59258,-73.80067,"(40.59258, -73.80067)",BEACH 72 STREET                 ,AMSTEL BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878219,PASSENGER VEHICLE,BU,,,
04/10/2018,19:00,,,,,,69 STREET                       ,QUEENS MIDTOWN EXPRESSWY SR S,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3878897,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,19:00,,,40.666348,-73.76093,"(40.666348, -73.76093)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878356,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,19:09,BROOKLYN,11206,40.70335,-73.94755,"(40.70335, -73.94755)",WALTON STREET                   ,THROOP AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3878557,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,19:10,QUEENS,11357,40.775555,-73.812256,"(40.775555, -73.812256)",,,151-42    25 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878175,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/10/2018,19:15,BRONX,10461,40.84307,-73.848076,"(40.84307, -73.848076)",EAST TREMONT AVENUE             ,SILVER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3879170,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,19:15,MANHATTAN,10016,40.75172,-73.98072,"(40.75172, -73.98072)",,,16        EAST 40 STREET                ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3879524,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/10/2018,19:15,,,40.571625,-74.11192,"(40.571625, -74.11192)",NEW DORP LANE                   ,,,0,0,0,0,0,0,0,0,,,,,,3878215,,,,,
04/10/2018,19:15,,,40.754658,-73.833115,"(40.754658, -73.833115)",SANFORD AVENUE                  ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878166,BICYCLE,PASSENGER VEHICLE,,,
04/10/2018,19:20,BRONX,10451,40.822838,-73.928764,"(40.822838, -73.928764)",RIVER AVENUE                    ,EAST 151 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878933,CONV,PASSENGER VEHICLE,,,
04/10/2018,19:27,MANHATTAN,10024,40.784992,-73.98261,"(40.784992, -73.98261)",WEST 79 STREET                  ,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Cell Phone (hand-held),,,,,3878346,PASSENGER VEHICLE,,,,
04/10/2018,19:30,BRONX,10456,40.83315,-73.90478,"(40.83315, -73.90478)",,,3603      3 AVENUE                      ,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3878350,CONV,TK,,,
04/10/2018,19:38,,,,,,73 avenue                       ,164 avenue,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879177,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,19:45,BROOKLYN,11208,40.66696,-73.87533,"(40.66696, -73.87533)",HEGEMAN AVENUE                  ,MONTAUK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879525,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,19:45,,,40.704422,-73.99491,"(40.704422, -73.99491)",BROOKLYN BRIDGE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3879048,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/10/2018,19:45,,,40.654484,-73.886536,"(40.654484, -73.886536)",NEW JERSEY AVENUE               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879527,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,19:47,,,40.59616,-73.96104,"(40.59616, -73.96104)",AVENUE V                        ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3878193,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,19:48,,,40.653767,-73.88816,"(40.653767, -73.88816)",COZINE AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879529,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,19:50,BRONX,10460,40.83451,-73.88526,"(40.83451, -73.88526)",LONGFELLOW AVENUE               ,EAST 173 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878537,SPORT UTILITY / STATION WAGON,TAXI,,,
04/10/2018,19:50,BROOKLYN,11203,40.643604,-73.94301,"(40.643604, -73.94301)",BROOKLYN AVENUE                 ,CLARENDON ROAD,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3878533,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,1:00,,,40.627285,-74.12366,"(40.627285, -74.12366)",FOREST AVENUE                   ,RAYMOND PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3878575,CONV,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/10/2018,1:50,QUEENS,11427,40.724457,-73.76208,"(40.724457, -73.76208)",,,86-35     208 STREET                    ,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,3878678,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,1:54,,,40.73652,-73.92834,"(40.73652, -73.92834)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3878420,PASSENGER VEHICLE,,,,
04/10/2018,1:55,,,40.63073,-74.01734,"(40.63073, -74.01734)",OVINGTON AVENUE                 ,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878266,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,20:00,MANHATTAN,10075,40.777,-73.96164,"(40.777, -73.96164)",MADISON AVENUE                  ,EAST 80 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878449,TAXI,TAXI,,,
04/10/2018,20:00,QUEENS,11432,40.726025,-73.78532,"(40.726025, -73.78532)",KENT STREET                     ,80 DRIVE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3879188,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,20:00,,,40.76122,-73.93056,"(40.76122, -73.93056)",34 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879125,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,20:10,,,40.668797,-73.93113,"(40.668797, -73.93113)",UTICA AVENUE                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3879241,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,20:15,QUEENS,11377,40.737057,-73.90185,"(40.737057, -73.90185)",50 AVENUE                       ,64 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3879094,TAXI,PASSENGER VEHICLE,,,
04/10/2018,20:15,QUEENS,11374,40.728657,-73.863266,"(40.728657, -73.863266)",63 DRIVE                        ,BOOTH STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3878126,BICYCLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,20:20,BROOKLYN,11211,40.71127,-73.94774,"(40.71127, -73.94774)",,,612       GRAND STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878554,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,20:20,,,40.763897,-73.95323,"(40.763897, -73.95323)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878330,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,20:26,BROOKLYN,11207,40.682655,-73.910034,"(40.682655, -73.910034)",BROADWAY                        ,CHAUNCEY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878116,TAXI,SPORT UTILITY / STATION WAGON,,,
04/10/2018,20:30,BRONX,10465,40.817863,-73.83852,"(40.817863, -73.83852)",,,545       BRUSH AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878917,PASSENGER VEHICLE,,,,
04/10/2018,20:30,,,40.86463,-73.892136,"(40.86463, -73.892136)",EAST 194 STREET                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3879774,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/10/2018,20:30,QUEENS,11355,40.7529,-73.83259,"(40.7529, -73.83259)",,,44-44     COLLEGE POINT BOULEVARD       ,1,0,0,0,1,0,0,0,Unsafe Lane Changing,,,,,3878178,BICYCLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,20:30,BRONX,10453,40.848328,-73.91842,"(40.848328, -73.91842)",BRANDT PLACE                    ,UNIVERSITY AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3879180,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,20:40,MANHATTAN,10001,40.748466,-73.99247,"(40.748466, -73.99247)",7 AVENUE                        ,WEST 30 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879526,TAXI,,,,
04/10/2018,20:46,BROOKLYN,11213,40.674866,-73.93333,"(40.674866, -73.93333)",,,123       SCHENECTADY AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879893,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,20:47,MANHATTAN,10032,40.844177,-73.94144,"(40.844177, -73.94144)",,,711       WEST 171 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879153,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,20:50,BROOKLYN,11214,40.600204,-74.00284,"(40.600204, -74.00284)",CROPSEY AVENUE                  ,20 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878298,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,20:50,BROOKLYN,11233,,,,ATLANTIC AVENUE                 ,EASTERN PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3878119,SPORT UTILITY / STATION WAGON,TAXI,,,
04/10/2018,21:00,,,40.725674,-74.00578,"(40.725674, -74.00578)",VARICK STREET                   ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878985,TAXI,TAXI,,,
04/10/2018,21:09,QUEENS,11426,40.73595,-73.714745,"(40.73595, -73.714745)",253 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878143,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,21:12,BROOKLYN,11201,40.696033,-73.98453,"(40.696033, -73.98453)",TILLARY STREET                  ,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3878124,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,21:15,BROOKLYN,11235,40.59317,-73.93472,"(40.59317, -73.93472)",,,2462      BRAGG STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878192,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,21:24,BRONX,10460,40.845985,-73.884476,"(40.845985, -73.884476)",EAST 180 STREET                 ,SOUTHERN BOULEVARD,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878718,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,21:25,,,40.68892,-73.99915,"(40.68892, -73.99915)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879172,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,21:30,BRONX,10459,40.831608,-73.89487,"(40.831608, -73.89487)",,,1343      BRISTOW STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878351,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,21:30,QUEENS,11419,40.693127,-73.83134,"(40.693127, -73.83134)",ATLANTIC AVENUE                 ,115 STREET,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,3878162,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,21:40,QUEENS,11362,40.75563,-73.73907,"(40.75563, -73.73907)",,,242-02    61 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878758,PASSENGER VEHICLE,,,,
04/10/2018,21:45,BROOKLYN,11236,40.633606,-73.91623,"(40.633606, -73.91623)",FLATLANDS AVENUE                ,EAST 76 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879066,PASSENGER VEHICLE,,,,
04/10/2018,21:45,,,40.663227,-73.93159,"(40.663227, -73.93159)",UTICA AVENUE                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3879214,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,21:53,BROOKLYN,11233,40.678986,-73.923935,"(40.678986, -73.923935)",,,1884      FULTON STREET                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,3879218,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,21:59,BROOKLYN,11208,40.67661,-73.88497,"(40.67661, -73.88497)",,,343       CLEVELAND STREET              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879528,PASSENGER VEHICLE,,,,
04/10/2018,22:00,QUEENS,11367,,,,146 STREET                      ,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879146,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,22:00,QUEENS,11375,40.714138,-73.834915,"(40.714138, -73.834915)",AUSTIN STREET                   ,77 ROAD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3878182,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,22:00,QUEENS,11412,40.703102,-73.77284,"(40.703102, -73.77284)",,,183-21    CAMDEN AVENUE                 ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3879772,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,22:00,,,40.779922,-73.98068,"(40.779922, -73.98068)",AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878347,SPORT UTILITY / STATION WAGON,TAXI,,,
04/10/2018,22:00,,,40.704033,-73.81711,"(40.704033, -73.81711)",HILLSIDE AVENUE                 ,VANWYCK EXPRESSWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3879289,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
